,Rating,Reviews,,Ratings
420,4.2 out of 5,"Best and ever budget smartwatch at preset. Trust me, i bought this after several research. Thanks to Amazon for on time delivery as well.",,4.2 
421,3.8 out of 5," I liked it ..superb...And as always timex my favourite brand ..Metalfit 2.0 Watch has multiple features which makes it much much greater likeble...
Bluetooth calling through watch
Call receive, calling, reject , superb speaker, very loud , opposite person can easily hear, even listen music in watch, stress level, spo2, temperature, bpm, women health, find my phone, and many more....good battery...all other smartwatch fail...",,3.8 
422,3.8 out of 5," I liked it ..superb...And as always timex my favourite brand ..Metalfit 2.0 Watch has multiple features which makes it much much greater likeble...
Bluetooth calling through watch
Call receive, calling, reject , superb speaker, very loud , opposite person can easily hear, even listen music in watch, stress level, spo2, temperature, bpm, women health, find my phone, and many more....good battery...all other smartwatch fail...",,3.8 
423,3.8 out of 5,"Play Video
 I liked it ..superb...And as always timex my favourite brand ..Metalfit 2.0 Watch has multiple features which makes it much much greater likeble...
Bluetooth calling through watch
Call receive, calling, reject , superb speaker, very loud , opposite person can easily hear, even listen music in watch, stress level, spo2, temperature, bpm, women health, find my phone, and many more....good battery...all other smartwatch fail...",,3.8 
424,3.8 out of 5," I liked it ..superb...And as always timex my favourite brand ..Metalfit 2.0 Watch has multiple features which makes it much much greater likeble...
Bluetooth calling through watch
Call receive, calling, reject , superb speaker, very loud , opposite person can easily hear, even listen music in watch, stress level, spo2, temperature, bpm, women health, find my phone, and many more....good battery...all other smartwatch fail...",,3.8 
425,4.1 out of 5,Best product in this budget just wanted to know can I change the straps of the watch,,4.1 
426,4.1 out of 5,Best product in this budget just wanted to know can I change the straps of the watch,,4.1 
427,4.1 out of 5,Best product in this budget just wanted to know can I change the straps of the watch,,4.1 
428,4.1 out of 5,Best product in this budget just wanted to know can I change the straps of the watch,,4.1 
429,4.1 out of 5,"The packaging used by Amazon was really good.
Coming to the packaging of the watch itself, wow, the unboxing experience was comparable to that of APPLE products, really clean.
And coming to the sensors, it has Heart rate and SpO2 sensors along with a 6 axis accelerometer.
1. The Heart rate sensor works fines with a margin of error of 2-3 beats per min.
2. The SpO2 sensor is not a gimmick, it works fine but not 100% accurate, it was of by nearly 2% every time.
** Both the sensors do no work if the watch is not on your hand**
So both are just not for namesake and are functional.
**It doesn't have GPS built-in the only CON at this price.
**The display is pretty good and gets adequately bright.
Coming to the battery charging time, it takes around 1.5hrs for 30-100%.

***Update 1: The battery only lasts for 6 days, when HR set for continuous for every 10min, sleep tracking on and also notifications on for sedentary and calls and exercise tracking for 30 min a day.

Checking SpO2 10 times a day manually and always on for stress measurement.

Lifting the watch up to light the screen for nearly 50 times a day.
I expected it to last for atleast 7 days though(claimed was 9 days).
***UPDATE 2: Using it for nearly 2 weeks now , received a firmware upgrade, and the accuracy of the SpO2 as well as the HR sensor have improved and also the battery life has improved to around 7 days now.

****UPDATE-3( 24th Jan 2021): Using it for almost 3 months now, I guess all the hugs ar fixed, most of the measruu are accurate, but the step counter sometimes registers steps even if I don't walk :P.
Battery life on average 7 days with HR every 10 min and stress measurement on and daily once O2 measurement and sleep tracking.
The band is pretty comfortable, no skin irritation or discomfort.
Received around 6-7 updates till now.

This watch is a good budget choice based on my usage for almost 3 months now.",,4.1 
430,4.1 out of 5,"The packaging used by Amazon was really good.
Coming to the packaging of the watch itself, wow, the unboxing experience was comparable to that of APPLE products, really clean.
And coming to the sensors, it has Heart rate and SpO2 sensors along with a 6 axis accelerometer.
1. The Heart rate sensor works fines with a margin of error of 2-3 beats per min.
2. The SpO2 sensor is not a gimmick, it works fine but not 100% accurate, it was of by nearly 2% every time.
** Both the sensors do no work if the watch is not on your hand**
So both are just not for namesake and are functional.
**It doesn't have GPS built-in the only CON at this price.
**The display is pretty good and gets adequately bright.
Coming to the battery charging time, it takes around 1.5hrs for 30-100%.

***Update 1: The battery only lasts for 6 days, when HR set for continuous for every 10min, sleep tracking on and also notifications on for sedentary and calls and exercise tracking for 30 min a day.

Checking SpO2 10 times a day manually and always on for stress measurement.

Lifting the watch up to light the screen for nearly 50 times a day.
I expected it to last for atleast 7 days though(claimed was 9 days).
***UPDATE 2: Using it for nearly 2 weeks now , received a firmware upgrade, and the accuracy of the SpO2 as well as the HR sensor have improved and also the battery life has improved to around 7 days now.

****UPDATE-3( 24th Jan 2021): Using it for almost 3 months now, I guess all the hugs ar fixed, most of the measruu are accurate, but the step counter sometimes registers steps even if I don't walk :P.
Battery life on average 7 days with HR every 10 min and stress measurement on and daily once O2 measurement and sleep tracking.
The band is pretty comfortable, no skin irritation or discomfort.
Received around 6-7 updates till now.

This watch is a good budget choice based on my usage for almost 3 months now.",,4.1 
431,4.1 out of 5,"The packaging used by Amazon was really good.
Coming to the packaging of the watch itself, wow, the unboxing experience was comparable to that of APPLE products, really clean.
And coming to the sensors, it has Heart rate and SpO2 sensors along with a 6 axis accelerometer.
1. The Heart rate sensor works fines with a margin of error of 2-3 beats per min.
2. The SpO2 sensor is not a gimmick, it works fine but not 100% accurate, it was of by nearly 2% every time.
** Both the sensors do no work if the watch is not on your hand**
So both are just not for namesake and are functional.
**It doesn't have GPS built-in the only CON at this price.
**The display is pretty good and gets adequately bright.
Coming to the battery charging time, it takes around 1.5hrs for 30-100%.

***Update 1: The battery only lasts for 6 days, when HR set for continuous for every 10min, sleep tracking on and also notifications on for sedentary and calls and exercise tracking for 30 min a day.

Checking SpO2 10 times a day manually and always on for stress measurement.

Lifting the watch up to light the screen for nearly 50 times a day.
I expected it to last for atleast 7 days though(claimed was 9 days).
***UPDATE 2: Using it for nearly 2 weeks now , received a firmware upgrade, and the accuracy of the SpO2 as well as the HR sensor have improved and also the battery life has improved to around 7 days now.

****UPDATE-3( 24th Jan 2021): Using it for almost 3 months now, I guess all the hugs ar fixed, most of the measruu are accurate, but the step counter sometimes registers steps even if I don't walk :P.
Battery life on average 7 days with HR every 10 min and stress measurement on and daily once O2 measurement and sleep tracking.
The band is pretty comfortable, no skin irritation or discomfort.
Received around 6-7 updates till now.

This watch is a good budget choice based on my usage for almost 3 months now.",,4.1 
432,4.1 out of 5,"The packaging used by Amazon was really good.
Coming to the packaging of the watch itself, wow, the unboxing experience was comparable to that of APPLE products, really clean.
And coming to the sensors, it has Heart rate and SpO2 sensors along with a 6 axis accelerometer.
1. The Heart rate sensor works fines with a margin of error of 2-3 beats per min.
2. The SpO2 sensor is not a gimmick, it works fine but not 100% accurate, it was of by nearly 2% every time.
** Both the sensors do no work if the watch is not on your hand**
So both are just not for namesake and are functional.
**It doesn't have GPS built-in the only CON at this price.
**The display is pretty good and gets adequately bright.
Coming to the battery charging time, it takes around 1.5hrs for 30-100%.

***Update 1: The battery only lasts for 6 days, when HR set for continuous for every 10min, sleep tracking on and also notifications on for sedentary and calls and exercise tracking for 30 min a day.

Checking SpO2 10 times a day manually and always on for stress measurement.

Lifting the watch up to light the screen for nearly 50 times a day.
I expected it to last for atleast 7 days though(claimed was 9 days).
***UPDATE 2: Using it for nearly 2 weeks now , received a firmware upgrade, and the accuracy of the SpO2 as well as the HR sensor have improved and also the battery life has improved to around 7 days now.

****UPDATE-3( 24th Jan 2021): Using it for almost 3 months now, I guess all the hugs ar fixed, most of the measruu are accurate, but the step counter sometimes registers steps even if I don't walk :P.
Battery life on average 7 days with HR every 10 min and stress measurement on and daily once O2 measurement and sleep tracking.
The band is pretty comfortable, no skin irritation or discomfort.
Received around 6-7 updates till now.

This watch is a good budget choice based on my usage for almost 3 months now.",,4.1 
433,4 out of 5,"Play Video
 Most smartwatches and smartband offer more or less of similar functionalities except for the ones where we can take calls on the watch itself. I wanted to get an Apple Watch for my wife as I was impressed by the design but fortunately I found this Noise ColorFit Pro 2 which looks very similar and premium like the Apple watch. Bought this one for Rs.2999.

----------------------
📦 IN THE BOX
----------------------
፨ The smart watch module with screen protector applied
፨ 22mm wide TPU strap
፨ Charging cable
፨ Instruction Manual and Warranty Registration card

--------------------
⌚ FEATURES
--------------------
፨ 1.3 inch 240x240 capacitive display
፨ Curved glass with anti-fingerprint coating,
፨ IP68 Full dustproof and waterproof
፨ 210 mah battery - 7 to 10 days usage, 45 days standby
፨ Bluetooth 5.0 BLE
፨ 24/7 heart Rate sensor, sedentary alarm, breathe feature, and usual health and sleep monitoring.
፨ App, message, social media and call notifications.
፨ Music control
፨ Menstrual cycle tracking
፨ 9 sports mode - Walk, Yoga, Spin, Run, Climb, Workout, Bike, Hike, Treadmill.

---------------------
🗓️ MY USAGE
---------------------
፨ At just 35g weight and 22mm TPU band makes this band the very comfortable to wear. Also the strap is skin friendly and I didn’t get allergy with sweat on this band.
፨ The straps is easy to swap and replace if required and uses the spring pin type.
፨ The charging is a magnetic ping type and there is no need to remove straps or do anything. I felt this type of charging the easiest of all.
፨ The looks is very premium, though is made up of polycarbonate, the grey and black colors, the curved display on the sides and the size make it look like an Apple Watch.
፨ There are only 5 of watch faces and some of them are like the Apple watch face design. As of now the watch faces are limited and customization is limited, I hope customizations will be made available.
፨ The display is beautiful and under direct sunlight I found the watch display visible, though not the best visibility but to a certain extent.
፨ There is 1 button the side which looks like the watch crown and it acts as the function button and return button. I found it easy to navigate using the touch display and using this button.
፨ The IP68 certification means now I I don't have to worry about protection from water even more than 1m depth (IP_8) and also no need to worry about dirt (IP6_).
፨ Health, fitness and sleep tracking is very accurate in my opinion, and surprisingly the NoiseFit sport app is also good. The breathe is just to take a break and just asks us to take a deep breathe. I found using a continuous heart rate sensor get the battery under 7 days and when this feature is turned off, it takes to almost 10 days.
፨ The sleep, heart rate and health tracking are pretty accurate in my opinion. Most of the features available in smart bands and basic smart watches were available.
፨ I can now read messages and notification from the band easily. From the app I was able to turn off and on what notifications need to be shown on the watch and notifications can be enabled for vibrations.
፨ There are some quick access shortcuts from the watch like find my phone, turn off/on continuous heart rate monitoring, Do not Disturb, wrist. The female health care feature of menstrual cycle and ovulations cycle is a nice add in my opinion.

-------------------------
💖 WHAT I LIKED
-------------------------
◾ The premium design and great display. Much better than other smartwatches and bands in this category in my opinion.
◾ Battery life of 7 to 10 days.
◾ IPX68 dust and waterproof.
◾ Pretty accurate fitness, health and sleep monitoring
◾ Better control & display of calls, messages and music from the band

-------------------------------------------------
♻️ WHAT I FELT CAN BE IMPROVED
-------------------------------------------------
◾ More exercise or activities could have been included like Badminton etc.
◾ Only 5 watch faces available but heard there will be more added this year.

-------------------
🍱 OVERALL
-------------------
The MiBand 4 is definitely feature rich and Noise ColorFit Pro 2 has similar or a bit more features, I found this one much better in areas like build, design, charging. I don't have a Honor Band so I can't compare but at this price category in my perspective this band is the best. 🥇",,4 
434,4 out of 5," Most smartwatches and smartband offer more or less of similar functionalities except for the ones where we can take calls on the watch itself. I wanted to get an Apple Watch for my wife as I was impressed by the design but fortunately I found this Noise ColorFit Pro 2 which looks very similar and premium like the Apple watch. Bought this one for Rs.2999.

----------------------
📦 IN THE BOX
----------------------
፨ The smart watch module with screen protector applied
፨ 22mm wide TPU strap
፨ Charging cable
፨ Instruction Manual and Warranty Registration card

--------------------
⌚ FEATURES
--------------------
፨ 1.3 inch 240x240 capacitive display
፨ Curved glass with anti-fingerprint coating,
፨ IP68 Full dustproof and waterproof
፨ 210 mah battery - 7 to 10 days usage, 45 days standby
፨ Bluetooth 5.0 BLE
፨ 24/7 heart Rate sensor, sedentary alarm, breathe feature, and usual health and sleep monitoring.
፨ App, message, social media and call notifications.
፨ Music control
፨ Menstrual cycle tracking
፨ 9 sports mode - Walk, Yoga, Spin, Run, Climb, Workout, Bike, Hike, Treadmill.

---------------------
🗓️ MY USAGE
---------------------
፨ At just 35g weight and 22mm TPU band makes this band the very comfortable to wear. Also the strap is skin friendly and I didn’t get allergy with sweat on this band.
፨ The straps is easy to swap and replace if required and uses the spring pin type.
፨ The charging is a magnetic ping type and there is no need to remove straps or do anything. I felt this type of charging the easiest of all.
፨ The looks is very premium, though is made up of polycarbonate, the grey and black colors, the curved display on the sides and the size make it look like an Apple Watch.
፨ There are only 5 of watch faces and some of them are like the Apple watch face design. As of now the watch faces are limited and customization is limited, I hope customizations will be made available.
፨ The display is beautiful and under direct sunlight I found the watch display visible, though not the best visibility but to a certain extent.
፨ There is 1 button the side which looks like the watch crown and it acts as the function button and return button. I found it easy to navigate using the touch display and using this button.
፨ The IP68 certification means now I I don't have to worry about protection from water even more than 1m depth (IP_8) and also no need to worry about dirt (IP6_).
፨ Health, fitness and sleep tracking is very accurate in my opinion, and surprisingly the NoiseFit sport app is also good. The breathe is just to take a break and just asks us to take a deep breathe. I found using a continuous heart rate sensor get the battery under 7 days and when this feature is turned off, it takes to almost 10 days.
፨ The sleep, heart rate and health tracking are pretty accurate in my opinion. Most of the features available in smart bands and basic smart watches were available.
፨ I can now read messages and notification from the band easily. From the app I was able to turn off and on what notifications need to be shown on the watch and notifications can be enabled for vibrations.
፨ There are some quick access shortcuts from the watch like find my phone, turn off/on continuous heart rate monitoring, Do not Disturb, wrist. The female health care feature of menstrual cycle and ovulations cycle is a nice add in my opinion.

-------------------------
💖 WHAT I LIKED
-------------------------
◾ The premium design and great display. Much better than other smartwatches and bands in this category in my opinion.
◾ Battery life of 7 to 10 days.
◾ IPX68 dust and waterproof.
◾ Pretty accurate fitness, health and sleep monitoring
◾ Better control & display of calls, messages and music from the band

-------------------------------------------------
♻️ WHAT I FELT CAN BE IMPROVED
-------------------------------------------------
◾ More exercise or activities could have been included like Badminton etc.
◾ Only 5 watch faces available but heard there will be more added this year.

-------------------
🍱 OVERALL
-------------------
The MiBand 4 is definitely feature rich and Noise ColorFit Pro 2 has similar or a bit more features, I found this one much better in areas like build, design, charging. I don't have a Honor Band so I can't compare but at this price category in my perspective this band is the best. 🥇",,4 
435,3.9 out of 5,"Today is 10th day of using my Crossbeats ACE. I really like the product and here's my review to help others decide. My only activity is walking.

- Price is very reasonable. Other companies' product with same features are priced at least double and upto quadruple.
- Battery with normal usage lasted for 9 days. However, it was showing 53% remaining on 8th day and suddenly exhausted on 9th day.
- Oxymeter and HR tracker seem quite accurate. Even BP meter was good enough for me (I have normal BP) but not sure how it would behave for people with abnormal BP.
- Continuous HR tracking is done every 30 mins which should be enough for most cases.
- Steps and sleep tracking are very accurate.
- Android app is very good. Fluid UI, one shot connection with watch and no stability issues with app.
- Magnetic charger is very good and you don't have to insert cable or struggle with straps. It takes ~2.5 hrs to fully charge.

What it does not have:
- Altimeter
- GPS
- Interoperability with Google Fit app
- Constant HR tracking (it tracks every 30 mins only)
- Automatic activity tracker

I hope this helps you make right decision on your purchase.",,3.9 
436,3.9 out of 5,"Today is 10th day of using my Crossbeats ACE. I really like the product and here's my review to help others decide. My only activity is walking.

- Price is very reasonable. Other companies' product with same features are priced at least double and upto quadruple.
- Battery with normal usage lasted for 9 days. However, it was showing 53% remaining on 8th day and suddenly exhausted on 9th day.
- Oxymeter and HR tracker seem quite accurate. Even BP meter was good enough for me (I have normal BP) but not sure how it would behave for people with abnormal BP.
- Continuous HR tracking is done every 30 mins which should be enough for most cases.
- Steps and sleep tracking are very accurate.
- Android app is very good. Fluid UI, one shot connection with watch and no stability issues with app.
- Magnetic charger is very good and you don't have to insert cable or struggle with straps. It takes ~2.5 hrs to fully charge.

What it does not have:
- Altimeter
- GPS
- Interoperability with Google Fit app
- Constant HR tracking (it tracks every 30 mins only)
- Automatic activity tracker

I hope this helps you make right decision on your purchase.",,3.9 
437,3.9 out of 5,"Today is 10th day of using my Crossbeats ACE. I really like the product and here's my review to help others decide. My only activity is walking.

- Price is very reasonable. Other companies' product with same features are priced at least double and upto quadruple.
- Battery with normal usage lasted for 9 days. However, it was showing 53% remaining on 8th day and suddenly exhausted on 9th day.
- Oxymeter and HR tracker seem quite accurate. Even BP meter was good enough for me (I have normal BP) but not sure how it would behave for people with abnormal BP.
- Continuous HR tracking is done every 30 mins which should be enough for most cases.
- Steps and sleep tracking are very accurate.
- Android app is very good. Fluid UI, one shot connection with watch and no stability issues with app.
- Magnetic charger is very good and you don't have to insert cable or struggle with straps. It takes ~2.5 hrs to fully charge.

What it does not have:
- Altimeter
- GPS
- Interoperability with Google Fit app
- Constant HR tracking (it tracks every 30 mins only)
- Automatic activity tracker

I hope this helps you make right decision on your purchase.",,3.9 
438,3.9 out of 5,"Today is 10th day of using my Crossbeats ACE. I really like the product and here's my review to help others decide. My only activity is walking.

- Price is very reasonable. Other companies' product with same features are priced at least double and upto quadruple.
- Battery with normal usage lasted for 9 days. However, it was showing 53% remaining on 8th day and suddenly exhausted on 9th day.
- Oxymeter and HR tracker seem quite accurate. Even BP meter was good enough for me (I have normal BP) but not sure how it would behave for people with abnormal BP.
- Continuous HR tracking is done every 30 mins which should be enough for most cases.
- Steps and sleep tracking are very accurate.
- Android app is very good. Fluid UI, one shot connection with watch and no stability issues with app.
- Magnetic charger is very good and you don't have to insert cable or struggle with straps. It takes ~2.5 hrs to fully charge.

What it does not have:
- Altimeter
- GPS
- Interoperability with Google Fit app
- Constant HR tracking (it tracks every 30 mins only)
- Automatic activity tracker

I hope this helps you make right decision on your purchase.",,3.9 
439,3.4 out of 5,"It's been two days I have been using this watch and I am not satisfied with this watch reason being
1) You can not attend or decline the calls
2) raise to wake up feature is just for name sake it doesn't work as it should be.
3) big circular bezel on the dial. It's not bezel less screen.
4) Amoled Display is good but again many less watch face and not able to store on on the watch.

5) It takes almost 6 to 7 attempts to connect the phone with watch.
6) watch gets switched off automatically.
7) It should have better and powerful sensors.
8) message notification again just for name sake with multiple messages it starts slogging.
9) overall experience of this watch for me is useless and waste of money.",,3.4 
440,3.4 out of 5,"It's been two days I have been using this watch and I am not satisfied with this watch reason being
1) You can not attend or decline the calls
2) raise to wake up feature is just for name sake it doesn't work as it should be.
3) big circular bezel on the dial. It's not bezel less screen.
4) Amoled Display is good but again many less watch face and not able to store on on the watch.

5) It takes almost 6 to 7 attempts to connect the phone with watch.
6) watch gets switched off automatically.
7) It should have better and powerful sensors.
8) message notification again just for name sake with multiple messages it starts slogging.
9) overall experience of this watch for me is useless and waste of money.",,3.4 
441,3.4 out of 5,"It's been two days I have been using this watch and I am not satisfied with this watch reason being
1) You can not attend or decline the calls
2) raise to wake up feature is just for name sake it doesn't work as it should be.
3) big circular bezel on the dial. It's not bezel less screen.
4) Amoled Display is good but again many less watch face and not able to store on on the watch.

5) It takes almost 6 to 7 attempts to connect the phone with watch.
6) watch gets switched off automatically.
7) It should have better and powerful sensors.
8) message notification again just for name sake with multiple messages it starts slogging.
9) overall experience of this watch for me is useless and waste of money.",,3.4 
442,3.4 out of 5,"It's been two days I have been using this watch and I am not satisfied with this watch reason being
1) You can not attend or decline the calls
2) raise to wake up feature is just for name sake it doesn't work as it should be.
3) big circular bezel on the dial. It's not bezel less screen.
4) Amoled Display is good but again many less watch face and not able to store on on the watch.

5) It takes almost 6 to 7 attempts to connect the phone with watch.
6) watch gets switched off automatically.
7) It should have better and powerful sensors.
8) message notification again just for name sake with multiple messages it starts slogging.
9) overall experience of this watch for me is useless and waste of money.",,3.4 
443,4.6 out of 5,"I like it all. The only person with whom I spend most of my time other than my spouse, is this watch.. ;-)",,4.6 
444,4.6 out of 5,"I like it all. The only person with whom I spend most of my time other than my spouse, is this watch.. ;-)",,4.6 
445,4.6 out of 5,"I like it all. The only person with whom I spend most of my time other than my spouse, is this watch.. ;-)",,4.6 
446,4.6 out of 5,"I like it all. The only person with whom I spend most of my time other than my spouse, is this watch.. ;-)",,4.6 
447,3.5 out of 5,Please do not buy this product. It does not work. I gifted it to my wife but it stopped working after 4 5 days,,3.5 
448,3.5 out of 5,Please do not buy this product. It does not work. I gifted it to my wife but it stopped working after 4 5 days,,3.5 
449,3.5 out of 5,Please do not buy this product. It does not work. I gifted it to my wife but it stopped working after 4 5 days,,3.5 
450,3.5 out of 5,Please do not buy this product. It does not work. I gifted it to my wife but it stopped working after 4 5 days,,3.5 
451,4.4 out of 5," Looking great on wrist.
Light weight and great meterial used.
Fairly accurate sensor. (While I'm in cab it tracks as steps for certain)
Loads of features.
Great visibility under sunlight.
Garmin application is not as intuitive as fitbit.

Finally after using it for 1 week. It's Bluetooth reconnect literally too frequently . Heart rate sensor is not good as it irritate skin and leave red patch. I have turned it off so no sleep and stress tracking due to that.

14th march... A week ego I received update with it drastically steps count in cab reduced but not completely fixed.

04 April 2019:. Overall bad.. connection is major issue and discharge rapidly",,4.4 
452,4.4 out of 5," Looking great on wrist.
Light weight and great meterial used.
Fairly accurate sensor. (While I'm in cab it tracks as steps for certain)
Loads of features.
Great visibility under sunlight.
Garmin application is not as intuitive as fitbit.

Finally after using it for 1 week. It's Bluetooth reconnect literally too frequently . Heart rate sensor is not good as it irritate skin and leave red patch. I have turned it off so no sleep and stress tracking due to that.

14th march... A week ego I received update with it drastically steps count in cab reduced but not completely fixed.

04 April 2019:. Overall bad.. connection is major issue and discharge rapidly",,4.4 
453,4.4 out of 5,"Play Video
 Looking great on wrist.
Light weight and great meterial used.
Fairly accurate sensor. (While I'm in cab it tracks as steps for certain)
Loads of features.
Great visibility under sunlight.
Garmin application is not as intuitive as fitbit.

Finally after using it for 1 week. It's Bluetooth reconnect literally too frequently . Heart rate sensor is not good as it irritate skin and leave red patch. I have turned it off so no sleep and stress tracking due to that.

14th march... A week ego I received update with it drastically steps count in cab reduced but not completely fixed.

04 April 2019:. Overall bad.. connection is major issue and discharge rapidly",,4.4 
454,4.4 out of 5," Looking great on wrist.
Light weight and great meterial used.
Fairly accurate sensor. (While I'm in cab it tracks as steps for certain)
Loads of features.
Great visibility under sunlight.
Garmin application is not as intuitive as fitbit.

Finally after using it for 1 week. It's Bluetooth reconnect literally too frequently . Heart rate sensor is not good as it irritate skin and leave red patch. I have turned it off so no sleep and stress tracking due to that.

14th march... A week ego I received update with it drastically steps count in cab reduced but not completely fixed.

04 April 2019:. Overall bad.. connection is major issue and discharge rapidly",,4.4 
455,4.7 out of 5,"Don’t hesitate. I repeat, don’t.!
Compared to the Series 6 or last year’s Series 5, the main thing the SE lacks is an always-on display, which allows you to see the time or your notifications without having to tap the screen or lift your wrist up. For me, this is a must-have feature — I think a watch should always function as a watch and tell me the time without any extra work. But it’s not important for everybody, and it does consume more battery life.

Pros : Workout Tracking. Proactive Health Monitor. Sleek Design. Large Display. Ability to Send and Receive Calls. Water Resistance. Cellular Connectivity. Storage Capacity.

Cons : ECG monitor and Blood Oxygen, though I’m not a huge fan of those, hence it’s not a big deal for me.

No need to go for Watch Series 6 if you are okay with those Cons, Go ahead and purchase this beauty and save some money..!!",,4.7 
456,4.7 out of 5,"Don’t hesitate. I repeat, don’t.!
Compared to the Series 6 or last year’s Series 5, the main thing the SE lacks is an always-on display, which allows you to see the time or your notifications without having to tap the screen or lift your wrist up. For me, this is a must-have feature — I think a watch should always function as a watch and tell me the time without any extra work. But it’s not important for everybody, and it does consume more battery life.

Pros : Workout Tracking. Proactive Health Monitor. Sleek Design. Large Display. Ability to Send and Receive Calls. Water Resistance. Cellular Connectivity. Storage Capacity.

Cons : ECG monitor and Blood Oxygen, though I’m not a huge fan of those, hence it’s not a big deal for me.

No need to go for Watch Series 6 if you are okay with those Cons, Go ahead and purchase this beauty and save some money..!!",,4.7 
457,4.7 out of 5,"Don’t hesitate. I repeat, don’t.!
Compared to the Series 6 or last year’s Series 5, the main thing the SE lacks is an always-on display, which allows you to see the time or your notifications without having to tap the screen or lift your wrist up. For me, this is a must-have feature — I think a watch should always function as a watch and tell me the time without any extra work. But it’s not important for everybody, and it does consume more battery life.

Pros : Workout Tracking. Proactive Health Monitor. Sleek Design. Large Display. Ability to Send and Receive Calls. Water Resistance. Cellular Connectivity. Storage Capacity.

Cons : ECG monitor and Blood Oxygen, though I’m not a huge fan of those, hence it’s not a big deal for me.

No need to go for Watch Series 6 if you are okay with those Cons, Go ahead and purchase this beauty and save some money..!!",,4.7 
458,4.7 out of 5,"Don’t hesitate. I repeat, don’t.!
Compared to the Series 6 or last year’s Series 5, the main thing the SE lacks is an always-on display, which allows you to see the time or your notifications without having to tap the screen or lift your wrist up. For me, this is a must-have feature — I think a watch should always function as a watch and tell me the time without any extra work. But it’s not important for everybody, and it does consume more battery life.

Pros : Workout Tracking. Proactive Health Monitor. Sleek Design. Large Display. Ability to Send and Receive Calls. Water Resistance. Cellular Connectivity. Storage Capacity.

Cons : ECG monitor and Blood Oxygen, though I’m not a huge fan of those, hence it’s not a big deal for me.

No need to go for Watch Series 6 if you are okay with those Cons, Go ahead and purchase this beauty and save some money..!!",,4.7 
459,4 out of 5,"This app cant get connected to google fit tracker app and also any other devices except tagg fit app. And also automatically steps getting counted without walk and only 6 workout tracking available. Replacement option wont be given as from the date of delivery, for replacement or anyother thing, date will be automatically foxed for 7 days wherein return policy is only for 7 days which we cant return this product also.

Dont buy",,4 
460,4 out of 5,"This app cant get connected to google fit tracker app and also any other devices except tagg fit app. And also automatically steps getting counted without walk and only 6 workout tracking available. Replacement option wont be given as from the date of delivery, for replacement or anyother thing, date will be automatically foxed for 7 days wherein return policy is only for 7 days which we cant return this product also.

Dont buy",,4 
461,4 out of 5,"This app cant get connected to google fit tracker app and also any other devices except tagg fit app. And also automatically steps getting counted without walk and only 6 workout tracking available. Replacement option wont be given as from the date of delivery, for replacement or anyother thing, date will be automatically foxed for 7 days wherein return policy is only for 7 days which we cant return this product also.

Dont buy",,4 
462,4 out of 5,"This app cant get connected to google fit tracker app and also any other devices except tagg fit app. And also automatically steps getting counted without walk and only 6 workout tracking available. Replacement option wont be given as from the date of delivery, for replacement or anyother thing, date will be automatically foxed for 7 days wherein return policy is only for 7 days which we cant return this product also.

Dont buy",,4 
463,3.5 out of 5,Awesome watch,,3.5 
464,3.5 out of 5,Awesome watch,,3.5 
465,3.5 out of 5,Awesome watch,,3.5 
466,3.5 out of 5,Awesome watch,,3.5 
467,4.3 out of 5,"Beautiful watch designed by Samsung. It looks just like the advertisement. I was thrilled when I first got it.

However, after a few hours, I began to see that it does not live up to the hype. The sensors are half functional as they don't properly fit the wrist. The BIA sensor refuses to work no matter what you do.
ECG is not present. Battery life lasts 18-24 hours on the 44mm watch.

After buying such an expensive product, I requested Amazon to return/change the product but they flat out refused. As a prime customer who was used to being treated like royalty, this was the equivalent of being dumped in the rain.

This will be my last high value purchase from Amazon. If you have made it so far, please consider going to a physical store (if possible given Covid) to buy this product. Amazon has changed and is no longer on the customer's side. 2/10 product. Given 1 star more that it deserves for the design.",,4.3 
468,4.3 out of 5,"Beautiful watch designed by Samsung. It looks just like the advertisement. I was thrilled when I first got it.

However, after a few hours, I began to see that it does not live up to the hype. The sensors are half functional as they don't properly fit the wrist. The BIA sensor refuses to work no matter what you do.
ECG is not present. Battery life lasts 18-24 hours on the 44mm watch.

After buying such an expensive product, I requested Amazon to return/change the product but they flat out refused. As a prime customer who was used to being treated like royalty, this was the equivalent of being dumped in the rain.

This will be my last high value purchase from Amazon. If you have made it so far, please consider going to a physical store (if possible given Covid) to buy this product. Amazon has changed and is no longer on the customer's side. 2/10 product. Given 1 star more that it deserves for the design.",,4.3 
469,4.3 out of 5,"Beautiful watch designed by Samsung. It looks just like the advertisement. I was thrilled when I first got it.

However, after a few hours, I began to see that it does not live up to the hype. The sensors are half functional as they don't properly fit the wrist. The BIA sensor refuses to work no matter what you do.
ECG is not present. Battery life lasts 18-24 hours on the 44mm watch.

After buying such an expensive product, I requested Amazon to return/change the product but they flat out refused. As a prime customer who was used to being treated like royalty, this was the equivalent of being dumped in the rain.

This will be my last high value purchase from Amazon. If you have made it so far, please consider going to a physical store (if possible given Covid) to buy this product. Amazon has changed and is no longer on the customer's side. 2/10 product. Given 1 star more that it deserves for the design.",,4.3 
