,Ratings,Reviews
566,4.4,Nice laptop. I like it😍😍😍
567,4.7,Battery is not so good.full Battery will last only 4 hours
568,4.4,Amazing product
569,4.8,It's awesome for multipurpose computer very smoothly to use & worked performance is superb i like it 😋😍😇
570,4.4,"I was confused between asus and lenovo s145 laptop but chose go with this laptop because of build quality.

Lenovo s145 feels quite flimsy while asus is reinforced with metal plates under the keyboard and in side supports of screen.

4gb ram and ryzen 3250u is good for everyday uses and light office work like browsing with5-6 tab oepn in chrome and 2-3 office files and for heavy uses there option to increase ram capacity.

Ssd read speeds are quite fast 950mb/s and write speed upto 350mb/s th..."
571,4.5,"Battery: 3.5/5
Display: 4/5
Performance: 5/5
Design: 4.5/5
Value for money: 4.3/5

•Buy ssd with hhd it's perfect combination

•if you want best performance buy 512 ssd & if want more storage buy hhd laptop

•if you buy 512gb ssd it's too good but you need extra hhd or other storage stuff.

•allover just amazing laptop. Love it!❣"
572,4.4,Excellent 👌 leptop
573,4.4,Worth of money
574,4.3,"Flipkart just took 2 days to deliver the product.
I have used it now for just few hours, so here is the first impressions....
Battery is great as of now.
Display is great... vibrant and crisp.
i3 11 th gen handles everything too easily.
SSD is toooo fast...i have made a partition of 175gb for c drive.
Design is also great.
Comes with genuine windows 10 and ms office home & student 2019.
As of now.... everything is great. Now let's see what happens after some time, I'll edit the review after ..."
575,4.1,From past 10 months I'm searching for a best Gaming Laptop. Today I found it and I can say my choice is perfect. Mind-blowing Gaming Laptop at a reasonable price. Very fast booting(with in a blink of eye). Many people have a dream to become a gamer.. but due to high price everyone cannot afford a gaming laptop. But MSI made it possible with this low price and high specifications. Without any second thought we can buy it. I had a few doubts about the laptop and msi customer service cleared all...
576,4.5,Stylish laptop
577,4.6,"Easily one of the most valuable & wonderful gaming laptops out there.

If you are a business user who wants more battery backup, portability & laptop for basic business requirements, then this is not for you.

A few things to know if you are purchasing a gaming laptop for the first time.

- Cooling system is very important for gaming laptop.
- Battery backup is adequate. However, it can be optimised if you work more than play.
- Fans run quiety to moderately all the time. Somewhere you c..."
578,4.4,Sound is very clear song play excellent i like very much thanks hp best price and performance good including Alexa also available.i like so much tq
579,4.2,"The Specifications are good wrt to price. How does it deliver? Well first day review, design and colour nice. Windows 11 is better than 10 with easy accessibility. Wake up time is too good. Battery should last approximately 5-7 hrs with background downloads and a bit browsing. If looking for a quality display this is probably not the laptop, go for realme or mi. Display is good for our daily work. Build quality is good. MS Office is additional bonus and a must have with laptops. I think aud..."
580,4.1,"I am writing this review after using the laptop for 4 Months and these are my observations.

Pros
1. Camera is HD like Really.
2. Connectivity is good.
3. Display is decent 4/5
4. Battery is 8 Hours (Really)
5.specs are cool according to the Price
6. Comes with original Microsoft and Windows
7. Also McAfee anti-virus is pre installed.


Cons.
Nothing as major"
581,4.3,"Webcam quality is extremely poor. Build quality is poor. Keyboard is mediocre. If you have large hands like me than avoid this laptop. Always check product like laptop in person that you will be using on daily basis for personal and professional purposes before making purchase.

This laptop is not recommended for coding purposes. Keyboard is extremely fragile.

Laptop body is magnet for greasy smudges. Better opt for metal body laptop."
582,4.3,"I have used this laptop for one week and my observations are as below.
1. It took 90 to 100 min to charge from 10% to 100%. ( 5 times tested)

2. Battery backup is approx 190 min to 210 min as per this usage => Full brightness, Hotspot in use, Only slideshow application run.
(8 times tested)

3. After buying this product I have registered it on the HP website and it is found the legal product.

4. Keyboard is very very smooth.

5. Sound quality is also good.

6. Refresh rate is also good.
..."
583,4.5,"Nice product light wight , very good sound quality, 15.6 HD display very nice , fast performance speed wise SSD 256,
Value for money."
584,4.1,"I used this laptop last 1 month and now I'll give this feedback...This acer aspire 5 i5 11th Gen lap looks awesome compare than others ..Y ??? 👇
🔆DESIGN : This laptop is designed for multitask performance...Yeah , Design wise it looks too awesome . And it look too slim and easy to carry.
🔆PERFORMANCE : It is not the perfect one for gaming . But v can do multitasking like running many tabs and also perfect for codings .
🔆BATTERY : Good ...It standsback 5 hrs (normal use) and 3 hrs (Heavy ..."
585,4.1,"First time I have purchased a laptop which had no reviews at all in Flipkart, but just gone thru the specs and details mentioned on website. These specs are awesome at this price, mostly you get all pros in terms of light weight, premium finish, and speed.
Very few cons it have like no extra RAM slot but you can replace with 32GB RAM, No MS office and Low speaker volume due to speakers located under the laptop.

Great to buy, got this at 40,990 at BBD"
586,4.4,"After all the specs u already know....and after using it continuously for a day....let's dive into performance

It is a beast....installed all the softwares of need....plus autocad and revit....for those who don't know about this.... it's an Engineering related software....demands very high CPU & GPU....and it was opening the zipped files like hot knife through butter...and then performing smoothly....for anyone with doubt about it....Go for it !!8

Then installed GTA V....of course had to......"
587,4.5,"One of the best if you are looking out for a laptop for coding.
I have tried running SOLR servers and working parrallel with tomcat servers running on eclipse and it works damn smooth.

Programmers don't hesitate until and unless you are looking out for ML and AI which eventually requires server with GPU only.

I upgraded the RAM to 16 GB for some additional tasks but even 8 GB is enough for ample coding stuff.

Display is decent.


Cons
Build is not strong
Buy external keyboard as keyboard i..."
588,4.5,Good product in this price ...
589,4.4,"What an amazing performance. Buttery smooth. i7 with 16gb ram and 1tb ssd is a killer combination. If you're not a heavy gamer, this is a straight no brainer. No other laptop matches this price to performance / spec ratio.

- Boots up in less than 5 seconds
- Plays anything effortlessly
- Good SSD write speed. Was able to transfer files worth 45gb in less than 5 mins from ext hdd at an average speed of 115mbps
- Good display with good viewing angles.
- Great typing experience although visibi..."
590,4.3,A good laptop for college student ..average battery life ..semi metallic body.and the sound quality is very good.there is no heating issue while normal performance like coding and all...got it for 64000 during laptop sale....in this budget very good fully packed laptop ..it has another cool feature that is privacy shutter on web cam.....overall a good laptop. Can go for it if u r a college student
591,4.2,"Webcam quality is extremely poor. Build quality is poor. Keyboard is mediocre. If you have large hands like me than avoid this laptop. Always check product like laptop in person that you will be using on daily basis for personal and professional purposes before making purchase.

This laptop is not recommended for coding purposes. Keyboard is extremely fragile.

Laptop body is magnet for greasy smudges. Better opt for metal body laptop."
592,4,"Best product for those who loves cute laptop
Very smooth performance
Best sound quality
Built quality 10/10
it takes below 2 hours for full charge. And lasts for 20 hours for normal use"
593,4.5,"One of the best Laptop in this range. It is best in every types of uses.
Gaming performance is awesome 😎❤️❤️
Perfect product and is Valuable for money."
594,4.5,The design is good to reduce the heating of laptop along with the turbo mode. Performance is good and best thing is144hz refresh rate and dtsx sound system.
595,4.4,"Everything is cool to have this laptop for 51k but too heavy to carry outdoor.
Performance is good and charger weights approximate to the laptop's weight and charging is too delayed for 3hrs.
But works very smart with the latest features."
596,4.2,Fantastic
597,4.6,"Pros _-_
Its fast due to samsung ssd around (170 gb available out of 256). Price: 35850
It think screen is best in this price segment with good brightness level.
Audio is also very loud can be increased upto (600%).
Camera is decent but mic is best (comes with noise filteration).
Keyboard is average(spill resistant).
Free lifetime ms office.
Window 11 ready.
Cons:-
Design is biggest flow, when you open the lid it fully blocks air exhaust area and that cause heating issues.

Plastic body soli..."
598,4.5,"Battery is 5-8hrs (No gaming).My Basic Usage is YT + Vscode, GMeet ,Other streaming platforms.
Build Quality is Awesome. Hinge looks a bit of a problem though.
Ryzen 5 5500U is the best for students who dont want to do gaming.
2 level Backlit is good.
4x2 ram is a Con.
Webcam and sound quality is okayish.
Keyboard keys are awesome love them."
599,4.3,"Writing this review after just 1 week of usage. Firstly, name of this machine is Lenovo ideapad slim 3 2021 and I bought it for Rs51,990/-.

Build and Design: Good build quality for the price. Laptop is entirely made of plastic. External surface of the lid is having a metallic finish. Chassis has a small flex which is expected at the price range. Keyboard is also having a slight flex but you won’t notice it if you are not looking for it. Hinge is sturdy enough, but the lid can’t be opened wit..."
600,4.1,Good looking & good performance
601,4.4,"I'm fully satisfied with this laptop. Best hardware configuration with this prize. It's been a week since I got this laptop, the display is good, you will get 4-5 hrs battery backup, fast booting. I compromised graphics for 16gb ram so I'm not expecting for to play big PC games in this laptop but any way I have installed gta5 and played. You can play gta5 in low resolution and low fps(average 40-50). Since this laptop don't have much vram you cannot expect to have great result in gaming. I'm ..."
602,4.3,"One of the best laptop in this Range
Best for office work and some gaming
Battery life is very good
You can easily work for 7-8 hrs"
603,4.5,Received in a very good condition
604,4.7,"Works fine for moderate gaming.
Though I’ve done intense gaming, the thermals didn’t go beyond 78C and that’s awesome.

The system instantly wakes up from sleep. Which is a wow factor in for any windows laptop.

I’ve tested it with 2VMs running in parallel and allocating 2 cores and 4gb ram for each and the performance was pretty decent. No major lags.

The display is fine but, don’t think of using this laptop in outdoor lighting conditions."
605,4.5,"I am a web developer, and needs to work with min 3 browsers with over 20-25 tabs open in every one of them, plus half a dozen of other resource hungry applications running simultaneously, along with 2 web servers and MySQL database engine running in background on Linux OS.

Whow, this machine is fast. It lifts all these load like a feather. It is lightning speed. Internet speed is phenomenal - getting 100% my plan speed! Even if it is just 1 inch smaller than my previous laptop, the scree..."
606,4.5,"Amazing experience from the time the package was opened till now. It's been 2 weeks. Super light weight, fantastic face recognition and sound and ui experience. Great battery backup. Camera is great. Great value, happy that I made this quality choice without spending too much !"
607,4.3,"Amazing experience from the time the package was opened till now. It's been 2 weeks. Super light weight, fantastic face recognition and sound and ui experience. Great battery backup. Camera is great. Great value, happy that I made this quality choice without spending too much !"
608,3.5,"Writing review after 15 day of use.It is absolutely incredible product . DIsplay,Built quality ,design everything looks awesome and I just love it.if your Budget allow around 40K it is simply best choice in Hp brand laptop.SSD allow smooth functioning of Laptop sp there is everything in this laptop which force you to but this one ."
609,4.4,It's Nice This is first day .
610,4.3,Good
611,4.5,"Great laptop for the price, i add 8gb ram (gekill ripjaws 3200mhz, density- RX8) and for those who were wondering what the density of the ram already present in the laptop is, its RX8 which is great . Once uprageded to 16 gb the laptop cab run almost all games at max settings at or above 60fps except some very demanding games like rdr2 and cyberpunk where u can get playable fps (45-50) with high +medium +ultra mix settings.

I got 60 fps plus in max settings in forza horizon 4, witcher 3 and..."
612,4,Amazing product
613,4.4,Nice laptop. I like it😍😍😍
614,4.7,It's awesome for multipurpose computer very smoothly to use & worked performance is superb i like it 😋😍😇
615,4.4,"I was confused between asus and lenovo s145 laptop but chose go with this laptop because of build quality.

Lenovo s145 feels quite flimsy while asus is reinforced with metal plates under the keyboard and in side supports of screen.

4gb ram and ryzen 3250u is good for everyday uses and light office work like browsing with5-6 tab oepn in chrome and 2-3 office files and for heavy uses there option to increase ram capacity.

Ssd read speeds are quite fast 950mb/s and write speed upto 350mb/s th..."
616,4.8,"Battery: 3.5/5
Display: 4/5
Performance: 5/5
Design: 4.5/5
Value for money: 4.3/5

•Buy ssd with hhd it's perfect combination

•if you want best performance buy 512 ssd & if want more storage buy hhd laptop

•if you buy 512gb ssd it's too good but you need extra hhd or other storage stuff.

•allover just amazing laptop. Love it!❣"
617,4.4,Battery is not so good.full Battery will last only 4 hours
618,4.5,Excellent 👌 leptop
619,4.4,"Flipkart just took 2 days to deliver the product.
I have used it now for just few hours, so here is the first impressions....
Battery is great as of now.
Display is great... vibrant and crisp.
i3 11 th gen handles everything too easily.
SSD is toooo fast...i have made a partition of 175gb for c drive.
Design is also great.
Comes with genuine windows 10 and ms office home & student 2019.
As of now.... everything is great. Now let's see what happens after some time, I'll edit the review after ..."
620,4.4,Stylish laptop
621,4.3,From past 10 months I'm searching for a best Gaming Laptop. Today I found it and I can say my choice is perfect. Mind-blowing Gaming Laptop at a reasonable price. Very fast booting(with in a blink of eye). Many people have a dream to become a gamer.. but due to high price everyone cannot afford a gaming laptop. But MSI made it possible with this low price and high specifications. Without any second thought we can buy it. I had a few doubts about the laptop and msi customer service cleared all...
622,4.1,"Easily one of the most valuable & wonderful gaming laptops out there.

If you are a business user who wants more battery backup, portability & laptop for basic business requirements, then this is not for you.

A few things to know if you are purchasing a gaming laptop for the first time.

- Cooling system is very important for gaming laptop.
- Battery backup is adequate. However, it can be optimised if you work more than play.
- Fans run quiety to moderately all the time. Somewhere you c..."
623,4.5,Worth of money
624,4.6,Sound is very clear song play excellent i like very much thanks hp best price and performance good including Alexa also available.i like so much tq
625,4.1,"The Specifications are good wrt to price. How does it deliver? Well first day review, design and colour nice. Windows 11 is better than 10 with easy accessibility. Wake up time is too good. Battery should last approximately 5-7 hrs with background downloads and a bit browsing. If looking for a quality display this is probably not the laptop, go for realme or mi. Display is good for our daily work. Build quality is good. MS Office is additional bonus and a must have with laptops. I think aud..."
626,4.4,"Nice product light wight , very good sound quality, 15.6 HD display very nice , fast performance speed wise SSD 256,
Value for money."
627,4.3,"I used this laptop last 1 month and now I'll give this feedback...This acer aspire 5 i5 11th Gen lap looks awesome compare than others ..Y ??? 👇
🔆DESIGN : This laptop is designed for multitask performance...Yeah , Design wise it looks too awesome . And it look too slim and easy to carry.
🔆PERFORMANCE : It is not the perfect one for gaming . But v can do multitasking like running many tabs and also perfect for codings .
🔆BATTERY : Good ...It standsback 5 hrs (normal use) and 3 hrs (Heavy ..."
628,4.3,"Webcam quality is extremely poor. Build quality is poor. Keyboard is mediocre. If you have large hands like me than avoid this laptop. Always check product like laptop in person that you will be using on daily basis for personal and professional purposes before making purchase.

This laptop is not recommended for coding purposes. Keyboard is extremely fragile.

Laptop body is magnet for greasy smudges. Better opt for metal body laptop."
629,4.5,"I have used this laptop for one week and my observations are as below.
1. It took 90 to 100 min to charge from 10% to 100%. ( 5 times tested)

2. Battery backup is approx 190 min to 210 min as per this usage => Full brightness, Hotspot in use, Only slideshow application run.
(8 times tested)

3. After buying this product I have registered it on the HP website and it is found the legal product.

4. Keyboard is very very smooth.

5. Sound quality is also good.

6. Refresh rate is also good.
..."
630,4.2,"First time I have purchased a laptop which had no reviews at all in Flipkart, but just gone thru the specs and details mentioned on website. These specs are awesome at this price, mostly you get all pros in terms of light weight, premium finish, and speed.
Very few cons it have like no extra RAM slot but you can replace with 32GB RAM, No MS office and Low speaker volume due to speakers located under the laptop.

Great to buy, got this at 40,990 at BBD"
631,4.1,"After all the specs u already know....and after using it continuously for a day....let's dive into performance

It is a beast....installed all the softwares of need....plus autocad and revit....for those who don't know about this.... it's an Engineering related software....demands very high CPU & GPU....and it was opening the zipped files like hot knife through butter...and then performing smoothly....for anyone with doubt about it....Go for it !!8

Then installed GTA V....of course had to......"
632,4.4,"I am writing this review after using the laptop for 4 Months and these are my observations.

Pros
1. Camera is HD like Really.
2. Connectivity is good.
3. Display is decent 4/5
4. Battery is 8 Hours (Really)
5.specs are cool according to the Price
6. Comes with original Microsoft and Windows
7. Also McAfee anti-virus is pre installed.


Cons.
Nothing as major"
633,4.5,"A bit expensive when we compare with today's intel (11th gen) or AMD (Ryzen 5th gen) based windows Laptops with RTX 30 Graphics but this Apple M1 in terms of overall performance, it is far beyond what windows laptops can offer in same segment.

I won't compare it with windows laptops as we all are aware of it. This is more about M1 chip. People are worried about buying M1 version because of compatibility issues.
Don't worry, this processor is so powerful and in terms of compatibility, this ..."
634,4.5,"One of the best Laptop in this range. It is best in every types of uses.
Gaming performance is awesome 😎❤️❤️
Perfect product and is Valuable for money."
635,4.4,A good laptop for college student ..average battery life ..semi metallic body.and the sound quality is very good.there is no heating issue while normal performance like coding and all...got it for 64000 during laptop sale....in this budget very good fully packed laptop ..it has another cool feature that is privacy shutter on web cam.....overall a good laptop. Can go for it if u r a college student
636,4.1,Fantastic
637,4.3,"Everything is cool to have this laptop for 51k but too heavy to carry outdoor.
Performance is good and charger weights approximate to the laptop's weight and charging is too delayed for 3hrs.
But works very smart with the latest features."
638,4.2,"Webcam quality is extremely poor. Build quality is poor. Keyboard is mediocre. If you have large hands like me than avoid this laptop. Always check product like laptop in person that you will be using on daily basis for personal and professional purposes before making purchase.

This laptop is not recommended for coding purposes. Keyboard is extremely fragile.

Laptop body is magnet for greasy smudges. Better opt for metal body laptop."
639,4.4,"Best product for those who loves cute laptop
Very smooth performance
Best sound quality
Built quality 10/10
it takes below 2 hours for full charge. And lasts for 20 hours for normal use"
640,4.2,"What an amazing performance. Buttery smooth. i7 with 16gb ram and 1tb ssd is a killer combination. If you're not a heavy gamer, this is a straight no brainer. No other laptop matches this price to performance / spec ratio.

- Boots up in less than 5 seconds
- Plays anything effortlessly
- Good SSD write speed. Was able to transfer files worth 45gb in less than 5 mins from ext hdd at an average speed of 115mbps
- Good display with good viewing angles.
- Great typing experience although visibi..."
641,4.5,"One of the best if you are looking out for a laptop for coding.
I have tried running SOLR servers and working parrallel with tomcat servers running on eclipse and it works damn smooth.

Programmers don't hesitate until and unless you are looking out for ML and AI which eventually requires server with GPU only.

I upgraded the RAM to 16 GB for some additional tasks but even 8 GB is enough for ample coding stuff.

Display is decent.


Cons
Build is not strong
Buy external keyboard as keyboard i..."
642,4.5,"These are the reviews after using this laptops for a week :-
PROS :-
1. The refresh rate of 144hz is super awesome especially when you get one after using 60hz or low screen from a long time.
2. The combination of Ryzen 7 4800H with 1650ti works way better than intel's i7 10th gen 10750 processor as I have been using both of them.
3. When it comes to cooling...this one's a beast. No other laptop in the market has that level of cooling which this laptop offers in 81k price range.
Even I w..."
643,4.6,The design is good to reduce the heating of laptop along with the turbo mode. Performance is good and best thing is144hz refresh rate and dtsx sound system.
644,4.5,"Pros _-_
Its fast due to samsung ssd around (170 gb available out of 256). Price: 35850
It think screen is best in this price segment with good brightness level.
Audio is also very loud can be increased upto (600%).
Camera is decent but mic is best (comes with noise filteration).
Keyboard is average(spill resistant).
Free lifetime ms office.
Window 11 ready.
Cons:-
Design is biggest flow, when you open the lid it fully blocks air exhaust area and that cause heating issues.

Plastic body soli..."
645,4,Good looking & good performance
646,4.7,"Writing this review after just 1 week of usage. Firstly, name of this machine is Lenovo ideapad slim 3 2021 and I bought it for Rs51,990/-.

Build and Design: Good build quality for the price. Laptop is entirely made of plastic. External surface of the lid is having a metallic finish. Chassis has a small flex which is expected at the price range. Keyboard is also having a slight flex but you won’t notice it if you are not looking for it. Hinge is sturdy enough, but the lid can’t be opened wit..."
647,4.5,Received in a very good condition
648,4.3,"I'm fully satisfied with this laptop. Best hardware configuration with this prize. It's been a week since I got this laptop, the display is good, you will get 4-5 hrs battery backup, fast booting. I compromised graphics for 16gb ram so I'm not expecting for to play big PC games in this laptop but any way I have installed gta5 and played. You can play gta5 in low resolution and low fps(average 40-50). Since this laptop don't have much vram you cannot expect to have great result in gaming. I'm ..."
649,3.5,Execellent product in less money worth buying
650,4.3,"Battery is 5-8hrs (No gaming).My Basic Usage is YT + Vscode, GMeet ,Other streaming platforms.
Build Quality is Awesome. Hinge looks a bit of a problem though.
Ryzen 5 5500U is the best for students who dont want to do gaming.
2 level Backlit is good.
4x2 ram is a Con.
Webcam and sound quality is okayish.
Keyboard keys are awesome love them."
651,4.5,Good product in this price ...
652,4.7,"One of the best laptop in this Range
Best for office work and some gaming
Battery life is very good
You can easily work for 7-8 hrs"
653,4.4,"Amazing experience from the time the package was opened till now. It's been 2 weeks. Super light weight, fantastic face recognition and sound and ui experience. Great battery backup. Camera is great. Great value, happy that I made this quality choice without spending too much !"
654,4.3,"Amazing experience from the time the package was opened till now. It's been 2 weeks. Super light weight, fantastic face recognition and sound and ui experience. Great battery backup. Camera is great. Great value, happy that I made this quality choice without spending too much !"
655,4.5,"Writing review after 15 day of use.It is absolutely incredible product . DIsplay,Built quality ,design everything looks awesome and I just love it.if your Budget allow around 40K it is simply best choice in Hp brand laptop.SSD allow smooth functioning of Laptop sp there is everything in this laptop which force you to but this one ."
656,4.5,It's Nice This is first day .
657,4.4,Good
658,4,"Great laptop for the price, i add 8gb ram (gekill ripjaws 3200mhz, density- RX8) and for those who were wondering what the density of the ram already present in the laptop is, its RX8 which is great . Once uprageded to 16 gb the laptop cab run almost all games at max settings at or above 60fps except some very demanding games like rdr2 and cyberpunk where u can get playable fps (45-50) with high +medium +ultra mix settings.

I got 60 fps plus in max settings in forza horizon 4, witcher 3 and..."
659,4.5,Amazing product
660,4.8,Nice laptop. I like it😍😍😍
661,4.4,It's awesome for multipurpose computer very smoothly to use & worked performance is superb i like it 😋😍😇
662,4.3,"I was confused between asus and lenovo s145 laptop but chose go with this laptop because of build quality.

Lenovo s145 feels quite flimsy while asus is reinforced with metal plates under the keyboard and in side supports of screen.

4gb ram and ryzen 3250u is good for everyday uses and light office work like browsing with5-6 tab oepn in chrome and 2-3 office files and for heavy uses there option to increase ram capacity.

Ssd read speeds are quite fast 950mb/s and write speed upto 350mb/s th..."
663,4.3,"Battery: 3.5/5
Display: 4/5
Performance: 5/5
Design: 4.5/5
Value for money: 4.3/5

•Buy ssd with hhd it's perfect combination

•if you want best performance buy 512 ssd & if want more storage buy hhd laptop

•if you buy 512gb ssd it's too good but you need extra hhd or other storage stuff.

•allover just amazing laptop. Love it!❣"
664,4.1,Battery is not so good.full Battery will last only 4 hours
665,4.4,Excellent 👌 leptop
666,4.7,"Flipkart just took 2 days to deliver the product.
I have used it now for just few hours, so here is the first impressions....
Battery is great as of now.
Display is great... vibrant and crisp.
i3 11 th gen handles everything too easily.
SSD is toooo fast...i have made a partition of 175gb for c drive.
Design is also great.
Comes with genuine windows 10 and ms office home & student 2019.
As of now.... everything is great. Now let's see what happens after some time, I'll edit the review after ..."
667,4.4,Stylish laptop
668,4.4,From past 10 months I'm searching for a best Gaming Laptop. Today I found it and I can say my choice is perfect. Mind-blowing Gaming Laptop at a reasonable price. Very fast booting(with in a blink of eye). Many people have a dream to become a gamer.. but due to high price everyone cannot afford a gaming laptop. But MSI made it possible with this low price and high specifications. Without any second thought we can buy it. I had a few doubts about the laptop and msi customer service cleared all...
669,4.3,"Easily one of the most valuable & wonderful gaming laptops out there.

If you are a business user who wants more battery backup, portability & laptop for basic business requirements, then this is not for you.

A few things to know if you are purchasing a gaming laptop for the first time.

- Cooling system is very important for gaming laptop.
- Battery backup is adequate. However, it can be optimised if you work more than play.
- Fans run quiety to moderately all the time. Somewhere you c..."
670,4.1,Worth of money
671,4.5,Sound is very clear song play excellent i like very much thanks hp best price and performance good including Alexa also available.i like so much tq
672,4.6,"The Specifications are good wrt to price. How does it deliver? Well first day review, design and colour nice. Windows 11 is better than 10 with easy accessibility. Wake up time is too good. Battery should last approximately 5-7 hrs with background downloads and a bit browsing. If looking for a quality display this is probably not the laptop, go for realme or mi. Display is good for our daily work. Build quality is good. MS Office is additional bonus and a must have with laptops. I think aud..."
673,4.1,"Nice product light wight , very good sound quality, 15.6 HD display very nice , fast performance speed wise SSD 256,
Value for money."
674,4.4,"I used this laptop last 1 month and now I'll give this feedback...This acer aspire 5 i5 11th Gen lap looks awesome compare than others ..Y ??? 👇
🔆DESIGN : This laptop is designed for multitask performance...Yeah , Design wise it looks too awesome . And it look too slim and easy to carry.
🔆PERFORMANCE : It is not the perfect one for gaming . But v can do multitasking like running many tabs and also perfect for codings .
🔆BATTERY : Good ...It standsback 5 hrs (normal use) and 3 hrs (Heavy ..."
675,4.3,"Webcam quality is extremely poor. Build quality is poor. Keyboard is mediocre. If you have large hands like me than avoid this laptop. Always check product like laptop in person that you will be using on daily basis for personal and professional purposes before making purchase.

This laptop is not recommended for coding purposes. Keyboard is extremely fragile.

Laptop body is magnet for greasy smudges. Better opt for metal body laptop."
676,4.3,"I have used this laptop for one week and my observations are as below.
1. It took 90 to 100 min to charge from 10% to 100%. ( 5 times tested)

2. Battery backup is approx 190 min to 210 min as per this usage => Full brightness, Hotspot in use, Only slideshow application run.
(8 times tested)

3. After buying this product I have registered it on the HP website and it is found the legal product.

4. Keyboard is very very smooth.

5. Sound quality is also good.

6. Refresh rate is also good.
..."
677,4.5,"First time I have purchased a laptop which had no reviews at all in Flipkart, but just gone thru the specs and details mentioned on website. These specs are awesome at this price, mostly you get all pros in terms of light weight, premium finish, and speed.
Very few cons it have like no extra RAM slot but you can replace with 32GB RAM, No MS office and Low speaker volume due to speakers located under the laptop.

Great to buy, got this at 40,990 at BBD"
678,4.2,"After all the specs u already know....and after using it continuously for a day....let's dive into performance

It is a beast....installed all the softwares of need....plus autocad and revit....for those who don't know about this.... it's an Engineering related software....demands very high CPU & GPU....and it was opening the zipped files like hot knife through butter...and then performing smoothly....for anyone with doubt about it....Go for it !!8

Then installed GTA V....of course had to......"
679,4.1,"I am writing this review after using the laptop for 4 Months and these are my observations.

Pros
1. Camera is HD like Really.
2. Connectivity is good.
3. Display is decent 4/5
4. Battery is 8 Hours (Really)
5.specs are cool according to the Price
6. Comes with original Microsoft and Windows
7. Also McAfee anti-virus is pre installed.


Cons.
Nothing as major"
680,4.4,"A bit expensive when we compare with today's intel (11th gen) or AMD (Ryzen 5th gen) based windows Laptops with RTX 30 Graphics but this Apple M1 in terms of overall performance, it is far beyond what windows laptops can offer in same segment.

I won't compare it with windows laptops as we all are aware of it. This is more about M1 chip. People are worried about buying M1 version because of compatibility issues.
Don't worry, this processor is so powerful and in terms of compatibility, this ..."
681,4.5,"One of the best Laptop in this range. It is best in every types of uses.
Gaming performance is awesome 😎❤️❤️
Perfect product and is Valuable for money."
682,4.5,A good laptop for college student ..average battery life ..semi metallic body.and the sound quality is very good.there is no heating issue while normal performance like coding and all...got it for 64000 during laptop sale....in this budget very good fully packed laptop ..it has another cool feature that is privacy shutter on web cam.....overall a good laptop. Can go for it if u r a college student
683,4.4,Fantastic
684,4.1,"Everything is cool to have this laptop for 51k but too heavy to carry outdoor.
Performance is good and charger weights approximate to the laptop's weight and charging is too delayed for 3hrs.
But works very smart with the latest features."
685,4.3,"Webcam quality is extremely poor. Build quality is poor. Keyboard is mediocre. If you have large hands like me than avoid this laptop. Always check product like laptop in person that you will be using on daily basis for personal and professional purposes before making purchase.

This laptop is not recommended for coding purposes. Keyboard is extremely fragile.

Laptop body is magnet for greasy smudges. Better opt for metal body laptop."
686,4.2,"Best product for those who loves cute laptop
Very smooth performance
Best sound quality
Built quality 10/10
it takes below 2 hours for full charge. And lasts for 20 hours for normal use"
687,4.4,"What an amazing performance. Buttery smooth. i7 with 16gb ram and 1tb ssd is a killer combination. If you're not a heavy gamer, this is a straight no brainer. No other laptop matches this price to performance / spec ratio.

- Boots up in less than 5 seconds
- Plays anything effortlessly
- Good SSD write speed. Was able to transfer files worth 45gb in less than 5 mins from ext hdd at an average speed of 115mbps
- Good display with good viewing angles.
- Great typing experience although visibi..."
688,4.2,"One of the best if you are looking out for a laptop for coding.
I have tried running SOLR servers and working parrallel with tomcat servers running on eclipse and it works damn smooth.

Programmers don't hesitate until and unless you are looking out for ML and AI which eventually requires server with GPU only.

I upgraded the RAM to 16 GB for some additional tasks but even 8 GB is enough for ample coding stuff.

Display is decent.


Cons
Build is not strong
Buy external keyboard as keyboard i..."
689,4.5,"These are the reviews after using this laptops for a week :-
PROS :-
1. The refresh rate of 144hz is super awesome especially when you get one after using 60hz or low screen from a long time.
2. The combination of Ryzen 7 4800H with 1650ti works way better than intel's i7 10th gen 10750 processor as I have been using both of them.
3. When it comes to cooling...this one's a beast. No other laptop in the market has that level of cooling which this laptop offers in 81k price range.
Even I w..."
690,4.5,The design is good to reduce the heating of laptop along with the turbo mode. Performance is good and best thing is144hz refresh rate and dtsx sound system.
691,4.6,"Pros _-_
Its fast due to samsung ssd around (170 gb available out of 256). Price: 35850
It think screen is best in this price segment with good brightness level.
Audio is also very loud can be increased upto (600%).
Camera is decent but mic is best (comes with noise filteration).
Keyboard is average(spill resistant).
Free lifetime ms office.
Window 11 ready.
Cons:-
Design is biggest flow, when you open the lid it fully blocks air exhaust area and that cause heating issues.

Plastic body soli..."
692,4.5,Good looking & good performance
693,4,"Writing this review after just 1 week of usage. Firstly, name of this machine is Lenovo ideapad slim 3 2021 and I bought it for Rs51,990/-.

Build and Design: Good build quality for the price. Laptop is entirely made of plastic. External surface of the lid is having a metallic finish. Chassis has a small flex which is expected at the price range. Keyboard is also having a slight flex but you won’t notice it if you are not looking for it. Hinge is sturdy enough, but the lid can’t be opened wit..."
694,4.7,Received in a very good condition
